                                                       ESTADO DE AVANCE PRESUPUESTAL DE EGRESOS DEL 1 DE ENERO DE 2016 AL 31 DE DICIEMBRE DE 2016                                                       
                                                                                               JOCOTITLAN                                                                                               
                                      Funcion/SubFuncion/ Programa/Proyecto/Ff: 010301010101041, Relaciones públicas Ingresos de gestión de Organismos municipales                                      
                                                                                                                                                                                             Hoja no.: 1
     PART                      DESCRIPCION                    APROBADO      AMPLIACION      REDUCCION     MODIFICADO      COMPROMETIDO      DEVENGADO       PAGADO        EJERCIDO       POR EJERCER    
4381           Subsidios a entidades federativas y                    0.00           0.00           0.00           0.00              0.00           0.00           0.00           0.00              0.00
4382           Subsidios a fideicomisos privados y                    0.00           0.00           0.00           0.00              0.00           0.00           0.00           0.00              0.00
4383           Subsidios y apoyos.                                    0.00           0.00           0.00           0.00              0.00           0.00           0.00           0.00              0.00
4390           Otros subsidios.                                       0.00           0.00           0.00           0.00              0.00           0.00           0.00           0.00              0.00
4391           Subsidios por carga fiscal.                            0.00           0.00           0.00           0.00              0.00           0.00           0.00           0.00              0.00
4392           Devolución de ingresos indebidos.                      0.00           0.00           0.00           0.00              0.00           0.00           0.00           0.00              0.00
4393           Subsidios para capacitación y becas.                   0.00           0.00           0.00           0.00              0.00           0.00           0.00           0.00              0.00
4394           Otros subsidios.                                       0.00           0.00           0.00           0.00              0.00           0.00           0.00           0.00              0.00
4400           AYUDAS SOCIALES.                                       0.00           0.00           0.00           0.00              0.00           0.00           0.00           0.00              0.00
4410           Ayudas sociales a personas.                            0.00           0.00           0.00           0.00              0.00           0.00           0.00           0.00              0.00
4411           Cooperaciones y ayudas.                                0.00           0.00           0.00           0.00              0.00           0.00           0.00           0.00              0.00
4412           Despensas.                                             0.00           0.00           0.00           0.00              0.00           0.00           0.00           0.00              0.00
4413           Gastos relacionados con actividades                    0.00           0.00           0.00           0.00              0.00           0.00           0.00           0.00              0.00
4414           Gastos por servicios de traslado de                    0.00           0.00           0.00           0.00              0.00           0.00           0.00           0.00              0.00
4415           Apoyo a la infraestructura                             0.00           0.00           0.00           0.00              0.00           0.00           0.00           0.00              0.00
4420           Becas y otras ayudas para programas                    0.00           0.00           0.00           0.00              0.00           0.00           0.00           0.00              0.00
4421           Becas.                                                 0.00           0.00           0.00           0.00              0.00           0.00           0.00           0.00              0.00
4422           Capacitación.                                          0.00           0.00           0.00           0.00              0.00           0.00           0.00           0.00              0.00
4423           Premios, estímulos, recompensas,                       0.00           0.00           0.00           0.00              0.00           0.00           0.00           0.00              0.00
4430           Ayudas sociales a instituciones de                     0.00           0.00           0.00           0.00              0.00           0.00           0.00           0.00              0.00
4431           Instituciones educativas.                              0.00           0.00           0.00           0.00              0.00           0.00           0.00           0.00              0.00
4432           Premios, recompensas y pensión                         0.00           0.00           0.00           0.00              0.00           0.00           0.00           0.00              0.00
4440           Ayudas sociales a actividades                          0.00           0.00           0.00           0.00              0.00           0.00           0.00           0.00              0.00
4441           Ayudas sociales a actividades                          0.00           0.00           0.00           0.00              0.00           0.00           0.00           0.00              0.00
4450           Ayudas sociales a instituciones sin                    0.00           0.00           0.00           0.00              0.00           0.00           0.00           0.00              0.00
4451           Instituciones de beneficencia.                         0.00           0.00           0.00           0.00              0.00           0.00           0.00           0.00              0.00
4452           Instituciones sociales no lucrativas.                  0.00           0.00           0.00           0.00              0.00           0.00           0.00           0.00              0.00
4460           Ayudas sociales a cooperativas.                        0.00           0.00           0.00           0.00              0.00           0.00           0.00           0.00              0.00
4461           Ayudas sociales a cooperativas.                        0.00           0.00           0.00           0.00              0.00           0.00           0.00           0.00              0.00
4470           Ayudas sociales a entidades de                         0.00           0.00           0.00           0.00              0.00           0.00           0.00           0.00              0.00
4471           Ayudas sociales a entidades de                         0.00           0.00           0.00           0.00              0.00           0.00           0.00           0.00              0.00
4480           Ayudas por desastres naturales y                       0.00           0.00           0.00           0.00              0.00           0.00           0.00           0.00              0.00
4481           Reparación de daños a terceros.                        0.00           0.00           0.00           0.00              0.00           0.00           0.00           0.00              0.00
4482           Mercancías y alimentos para su                         0.00           0.00           0.00           0.00              0.00           0.00           0.00           0.00              0.00
4500           PENSIONES Y JUBILACIONES.                              0.00           0.00           0.00           0.00              0.00           0.00           0.00           0.00              0.00
4510           Pensiones.                                             0.00           0.00           0.00           0.00              0.00           0.00           0.00           0.00              0.00
4511           Pago de pensiones.                                     0.00           0.00           0.00           0.00              0.00           0.00           0.00           0.00              0.00


                                                       ESTADO DE AVANCE PRESUPUESTAL DE EGRESOS DEL 1 DE ENERO DE 2016 AL 31 DE DICIEMBRE DE 2016                                                       
                                                                                               JOCOTITLAN                                                                                               
                                      Funcion/SubFuncion/ Programa/Proyecto/Ff: 010301010101041, Relaciones públicas Ingresos de gestión de Organismos municipales                                      
                                                                                                                                                                                            Hoja no.: 14
     PART                      DESCRIPCION                    APROBADO      AMPLIACION      REDUCCION     MODIFICADO      COMPROMETIDO      DEVENGADO       PAGADO        EJERCIDO       POR EJERCER    
4520           Jubilaciones.                                          0.00           0.00           0.00           0.00              0.00           0.00           0.00           0.00              0.00
4521           Jubilaciones.                                          0.00           0.00           0.00           0.00              0.00           0.00           0.00           0.00              0.00
4590           Otras pensiones y jubilaciones.                        0.00           0.00           0.00           0.00              0.00           0.00           0.00           0.00              0.00
4591           Prestaciones económicas distintas de                   0.00           0.00           0.00           0.00              0.00           0.00           0.00           0.00              0.00
4592           Otras pensiones y jubilaciones.                        0.00           0.00           0.00           0.00              0.00           0.00           0.00           0.00              0.00
4600           TRANSFERENCIAS A                                       0.00           0.00           0.00           0.00              0.00           0.00           0.00           0.00              0.00
4610           Transferencias a fideicomisos del                      0.00           0.00           0.00           0.00              0.00           0.00           0.00           0.00              0.00
4611           Transferencias a fideicomisos del                      0.00           0.00           0.00           0.00              0.00           0.00           0.00           0.00              0.00
4620           Transferencias a fideicomisos del                      0.00           0.00           0.00           0.00              0.00           0.00           0.00           0.00              0.00
4621           Transferencias a fideicomisos del                      0.00           0.00           0.00           0.00              0.00           0.00           0.00           0.00              0.00
4630           Transferencias a fideicomisos del                      0.00           0.00           0.00           0.00              0.00           0.00           0.00           0.00              0.00
4631           Transferencias a fideicomisos del                      0.00           0.00           0.00           0.00              0.00           0.00           0.00           0.00              0.00
4640           Transferencias a fideicomisos públicos                 0.00           0.00           0.00           0.00              0.00           0.00           0.00           0.00              0.00
4641           Transferencias a organismos                            0.00           0.00           0.00           0.00              0.00           0.00           0.00           0.00              0.00
4650           Transferencias a fideicomisos públicos                 0.00           0.00           0.00           0.00              0.00           0.00           0.00           0.00              0.00
4651           Transferencias a fideicomisos públicos                 0.00           0.00           0.00           0.00              0.00           0.00           0.00           0.00              0.00
4660           Transferencias a fideicomisos de                       0.00           0.00           0.00           0.00              0.00           0.00           0.00           0.00              0.00
4661           Transferencias a fideicomisos de                       0.00           0.00           0.00           0.00              0.00           0.00           0.00           0.00              0.00
4700           TRANSFERENCIAS A LA                                    0.00           0.00           0.00           0.00              0.00           0.00           0.00           0.00              0.00
4710           Transferencias por obligación de ley.                  0.00           0.00           0.00           0.00              0.00           0.00           0.00           0.00              0.00
4711           Transferencias por obligación de ley.                  0.00           0.00           0.00           0.00              0.00           0.00           0.00           0.00              0.00
4800           DONATIVOS.                                             0.00           0.00           0.00           0.00              0.00           0.00           0.00           0.00              0.00
4810           Donativos a instituciones sin fines de                 0.00           0.00           0.00           0.00              0.00           0.00           0.00           0.00              0.00
4811           Donativos a instituciones sin fines de                 0.00           0.00           0.00           0.00              0.00           0.00           0.00           0.00              0.00
4820           Donativos a entidades federativas.                     0.00           0.00           0.00           0.00              0.00           0.00           0.00           0.00              0.00
4821           Donativos a entidades federativas.                     0.00           0.00           0.00           0.00              0.00           0.00           0.00           0.00              0.00
4822           Donativos a municipios.                                0.00           0.00           0.00           0.00              0.00           0.00           0.00           0.00              0.00
4830           Donativos a fideicomisos privados.                     0.00           0.00           0.00           0.00              0.00           0.00           0.00           0.00              0.00
4831           Donativos a fideicomisos privados.                     0.00           0.00           0.00           0.00              0.00           0.00           0.00           0.00              0.00
4840           Donativos a fideicomisos estatales.                    0.00           0.00           0.00           0.00              0.00           0.00           0.00           0.00              0.00
4841           Donativos a fideicomisos públicos.                     0.00           0.00           0.00           0.00              0.00           0.00           0.00           0.00              0.00
4850           Donativos Internacionales.                             0.00           0.00           0.00           0.00              0.00           0.00           0.00           0.00              0.00
4851           Donativos internacionales.                             0.00           0.00           0.00           0.00              0.00           0.00           0.00           0.00              0.00
4900           TRANSFERENCIAS AL EXTERIOR.                            0.00           0.00           0.00           0.00              0.00           0.00           0.00           0.00              0.00
4910           Transferencias para gobiernos                          0.00           0.00           0.00           0.00              0.00           0.00           0.00           0.00              0.00
4911           Transferencias para gobiernos                          0.00           0.00           0.00           0.00              0.00           0.00           0.00           0.00              0.00
4920           Transferencias para organismos                         0.00           0.00           0.00           0.00              0.00           0.00           0.00           0.00              0.00
4921           Transferencias para organismos                         0.00           0.00           0.00           0.00              0.00           0.00           0.00           0.00              0.00


                                                       ESTADO DE AVANCE PRESUPUESTAL DE EGRESOS DEL 1 DE ENERO DE 2016 AL 31 DE DICIEMBRE DE 2016                                                       
                                                                                               JOCOTITLAN                                                                                               
                                      Funcion/SubFuncion/ Programa/Proyecto/Ff: 010301010101041, Relaciones públicas Ingresos de gestión de Organismos municipales                                      
                                                                                                                                                                                            Hoja no.: 15
     PART                      DESCRIPCION                    APROBADO      AMPLIACION      REDUCCION     MODIFICADO      COMPROMETIDO      DEVENGADO       PAGADO        EJERCIDO       POR EJERCER    
4930           Transferencias para el sector privado                  0.00           0.00           0.00           0.00              0.00           0.00           0.00           0.00              0.00
4931           Transferencias para el sector privado                  0.00           0.00           0.00           0.00              0.00           0.00           0.00           0.00              0.00
5000           BIENES MUEBLES, INMUEBLES E                            0.00           0.00           0.00           0.00              0.00           0.00           0.00           0.00              0.00
5100           MOBILIARIO Y EQUIPO DE                                 0.00           0.00           0.00           0.00              0.00           0.00           0.00           0.00              0.00
5110           Muebles de oficina y estantería.                       0.00           0.00           0.00           0.00              0.00           0.00           0.00           0.00              0.00
5111           Muebles y enseres.                                     0.00           0.00           0.00           0.00              0.00           0.00           0.00           0.00              0.00
5112           Adjudicaciones e indemnizaciones de                    0.00           0.00           0.00           0.00              0.00           0.00           0.00           0.00              0.00
5120           Muebles, excepto de oficina y                          0.00           0.00           0.00           0.00              0.00           0.00           0.00           0.00              0.00
5121           Muebles, excepto de oficina y                          0.00           0.00           0.00           0.00              0.00           0.00           0.00           0.00              0.00
5130           Bienes artísticos, culturales y                        0.00           0.00           0.00           0.00              0.00           0.00           0.00           0.00              0.00
5131           Instrumental de música.                                0.00           0.00           0.00           0.00              0.00           0.00           0.00           0.00              0.00
5132           Artículos de biblioteca.                               0.00           0.00           0.00           0.00              0.00           0.00           0.00           0.00              0.00
5133           Objetos, obras de arte, históricas y                   0.00           0.00           0.00           0.00              0.00           0.00           0.00           0.00              0.00
5140           Objetos de valor.                                      0.00           0.00           0.00           0.00              0.00           0.00           0.00           0.00              0.00
5141           Objetos de valor.                                      0.00           0.00           0.00           0.00              0.00           0.00           0.00           0.00              0.00
5150           Equipo de cómputo y de tecnología de                   0.00           0.00           0.00           0.00              0.00           0.00           0.00           0.00              0.00
5151           Bienes inform ticos.                                   0.00           0.00           0.00           0.00              0.00           0.00           0.00           0.00              0.00
5190           Otros mobiliarios y equipos de                         0.00           0.00           0.00           0.00              0.00           0.00           0.00           0.00              0.00
5191           Otros bienes muebles.                                  0.00           0.00           0.00           0.00              0.00           0.00           0.00           0.00              0.00
5192           Otros equipos eléctricos y electrónicos                0.00           0.00           0.00           0.00              0.00           0.00           0.00           0.00              0.00
5200           MOBILIARIO Y EQUIPO                                    0.00           0.00           0.00           0.00              0.00           0.00           0.00           0.00              0.00
5210           Equipos y aparatos audiovisuales.                      0.00           0.00           0.00           0.00              0.00           0.00           0.00           0.00              0.00
5211           Equipos y aparatos audiovisuales.                      0.00           0.00           0.00           0.00              0.00           0.00           0.00           0.00              0.00
5220           Aparatos deportivos.                                   0.00           0.00           0.00           0.00              0.00           0.00           0.00           0.00              0.00
5221           Equipo deportivo.                                      0.00           0.00           0.00           0.00              0.00           0.00           0.00           0.00              0.00
5230           C maras fotogr ficas y de video.                       0.00           0.00           0.00           0.00              0.00           0.00           0.00           0.00              0.00
5231           Equipo de foto, cine y grabación.                      0.00           0.00           0.00           0.00              0.00           0.00           0.00           0.00              0.00
5290           Otro mobiliario y equipo educacional y                 0.00           0.00           0.00           0.00              0.00           0.00           0.00           0.00              0.00
5291           Otro equipo educacional y recreativo.                  0.00           0.00           0.00           0.00              0.00           0.00           0.00           0.00              0.00
5300           EQUIPO E INSTRUMENTAL MÉDICO                           0.00           0.00           0.00           0.00              0.00           0.00           0.00           0.00              0.00
5310           Equipo médico y de laboratorio.                        0.00           0.00           0.00           0.00              0.00           0.00           0.00           0.00              0.00
5311           Equipo médico y de laboratorio.                        0.00           0.00           0.00           0.00              0.00           0.00           0.00           0.00              0.00
5320           Instrumental médico y de laboratorio.                  0.00           0.00           0.00           0.00              0.00           0.00           0.00           0.00              0.00
5321           Instrumental médico y de laboratorio.                  0.00           0.00           0.00           0.00              0.00           0.00           0.00           0.00              0.00
5400           VEHÍCULOS Y EQUIPO DE                                  0.00           0.00           0.00           0.00              0.00           0.00           0.00           0.00              0.00
5410           Vehículos y equipo terrestre.                          0.00           0.00           0.00           0.00              0.00           0.00           0.00           0.00              0.00
5411           Vehículos y equipo de transporte                       0.00           0.00           0.00           0.00              0.00           0.00           0.00           0.00              0.00
5412           Vehículos y equipo auxiliar de                         0.00           0.00           0.00           0.00              0.00           0.00           0.00           0.00              0.00


                                                       ESTADO DE AVANCE PRESUPUESTAL DE EGRESOS DEL 1 DE ENERO DE 2016 AL 31 DE DICIEMBRE DE 2016                                                       
                                                                                               JOCOTITLAN                                                                                               
                                      Funcion/SubFuncion/ Programa/Proyecto/Ff: 010301010101041, Relaciones públicas Ingresos de gestión de Organismos municipales                                      
                                                                                                                                                                                            Hoja no.: 16
     PART                      DESCRIPCION                    APROBADO      AMPLIACION      REDUCCION     MODIFICADO      COMPROMETIDO      DEVENGADO       PAGADO        EJERCIDO       POR EJERCER    
5420           Carrocerías y remolques.                               0.00           0.00           0.00           0.00              0.00           0.00           0.00           0.00              0.00
5421           Carrocerías y remolques.                               0.00           0.00           0.00           0.00              0.00           0.00           0.00           0.00              0.00
5430           Equipo aeroespacial.                                   0.00           0.00           0.00           0.00              0.00           0.00           0.00           0.00              0.00
5431           Equipo de transportación aérea.                        0.00           0.00           0.00           0.00              0.00           0.00           0.00           0.00              0.00
5440           Equipo ferroviario.                                    0.00           0.00           0.00           0.00              0.00           0.00           0.00           0.00              0.00
5441           Equipo ferroviario.                                    0.00           0.00           0.00           0.00              0.00           0.00           0.00           0.00              0.00
5450           Embarcaciones.                                         0.00           0.00           0.00           0.00              0.00           0.00           0.00           0.00              0.00
5451           Equipo acu tico y lacustre.                            0.00           0.00           0.00           0.00              0.00           0.00           0.00           0.00              0.00
5490           Otros equipos de transporte.                           0.00           0.00           0.00           0.00              0.00           0.00           0.00           0.00              0.00
5491           Otros equipos de transporte.                           0.00           0.00           0.00           0.00              0.00           0.00           0.00           0.00              0.00
5500           EQUIPO DE DEFENSA Y                                    0.00           0.00           0.00           0.00              0.00           0.00           0.00           0.00              0.00
5510           Equipo de defensa y seguridad.                         0.00           0.00           0.00           0.00              0.00           0.00           0.00           0.00              0.00
5511           Maquinaria y equipo de seguridad                       0.00           0.00           0.00           0.00              0.00           0.00           0.00           0.00              0.00
5600           MAQUINARIA, OTROS EQUIPOS Y                            0.00           0.00           0.00           0.00              0.00           0.00           0.00           0.00              0.00
5610           Maquinaria y equipo agropecuario.                      0.00           0.00           0.00           0.00              0.00           0.00           0.00           0.00              0.00
5611           Maquinaria y equipo agropecuario.                      0.00           0.00           0.00           0.00              0.00           0.00           0.00           0.00              0.00
5620           Maquinaria y equipo industrial.                        0.00           0.00           0.00           0.00              0.00           0.00           0.00           0.00              0.00
5621           Maquinaria y equipo industrial.                        0.00           0.00           0.00           0.00              0.00           0.00           0.00           0.00              0.00
5622           Maquinaria y equipo de producción.                     0.00           0.00           0.00           0.00              0.00           0.00           0.00           0.00              0.00
5630           Maquinaria y equipo de construcción.                   0.00           0.00           0.00           0.00              0.00           0.00           0.00           0.00              0.00
5631           Maquinaria y equipo de construcción.                   0.00           0.00           0.00           0.00              0.00           0.00           0.00           0.00              0.00
5640           Sistemas de aire acondicionado,                        0.00           0.00           0.00           0.00              0.00           0.00           0.00           0.00              0.00
5641           Sistemas de aire acondicionado,                        0.00           0.00           0.00           0.00              0.00           0.00           0.00           0.00              0.00
5650           Equipo de comunicación y                               0.00           0.00           0.00           0.00              0.00           0.00           0.00           0.00              0.00
5651           Equipo y aparatos para comunicación,                   0.00           0.00           0.00           0.00              0.00           0.00           0.00           0.00              0.00
5660           Equipos de generación eléctrica,                       0.00           0.00           0.00           0.00              0.00           0.00           0.00           0.00              0.00
5661           Equipos de generación eléctrica,                       0.00           0.00           0.00           0.00              0.00           0.00           0.00           0.00              0.00
5670           Herramientas y m quinas-herramienta.                   0.00           0.00           0.00           0.00              0.00           0.00           0.00           0.00              0.00
5671           Herramientas, m quina herramienta y                    0.00           0.00           0.00           0.00              0.00           0.00           0.00           0.00              0.00
5690           Otros equipos.                                         0.00           0.00           0.00           0.00              0.00           0.00           0.00           0.00              0.00
5691           Instrumentos y aparatos                                0.00           0.00           0.00           0.00              0.00           0.00           0.00           0.00              0.00
5692           Maquinaria y equipo diverso.                           0.00           0.00           0.00           0.00              0.00           0.00           0.00           0.00              0.00
5693           Maquinaria y equipo para alumbrado                     0.00           0.00           0.00           0.00              0.00           0.00           0.00           0.00              0.00
5700           ACTIVOS BIOLÓGICOS.                                    0.00           0.00           0.00           0.00              0.00           0.00           0.00           0.00              0.00
5710           Bovinos.                                               0.00           0.00           0.00           0.00              0.00           0.00           0.00           0.00              0.00
5711           Bovinos.                                               0.00           0.00           0.00           0.00              0.00           0.00           0.00           0.00              0.00
5720           Porcinos.                                              0.00           0.00           0.00           0.00              0.00           0.00           0.00           0.00              0.00
5721           Porcinos.                                              0.00           0.00           0.00           0.00              0.00           0.00           0.00           0.00              0.00


                                                       ESTADO DE AVANCE PRESUPUESTAL DE EGRESOS DEL 1 DE ENERO DE 2016 AL 31 DE DICIEMBRE DE 2016                                                       
                                                                                               JOCOTITLAN                                                                                               
                                      Funcion/SubFuncion/ Programa/Proyecto/Ff: 010301010101041, Relaciones públicas Ingresos de gestión de Organismos municipales                                      
                                                                                                                                                                                            Hoja no.: 17
     PART                      DESCRIPCION                    APROBADO      AMPLIACION      REDUCCION     MODIFICADO      COMPROMETIDO      DEVENGADO       PAGADO        EJERCIDO       POR EJERCER    
5730           Aves.                                                  0.00           0.00           0.00           0.00              0.00           0.00           0.00           0.00              0.00
5731           Aves.                                                  0.00           0.00           0.00           0.00              0.00           0.00           0.00           0.00              0.00
5740           Ovinos y caprinos.                                     0.00           0.00           0.00           0.00              0.00           0.00           0.00           0.00              0.00
5741           Ovinos y caprinos.                                     0.00           0.00           0.00           0.00              0.00           0.00           0.00           0.00              0.00
5750           Peces y acuicultura.                                   0.00           0.00           0.00           0.00              0.00           0.00           0.00           0.00              0.00
5751           Peces y acuicultura.                                   0.00           0.00           0.00           0.00              0.00           0.00           0.00           0.00              0.00
5760           Equinos.                                               0.00           0.00           0.00           0.00              0.00           0.00           0.00           0.00              0.00
5761           Equinos.                                               0.00           0.00           0.00           0.00              0.00           0.00           0.00           0.00              0.00
5770           Especies menores y de zoológico.                       0.00           0.00           0.00           0.00              0.00           0.00           0.00           0.00              0.00
5771           Especies menores y de zoológico.                       0.00           0.00           0.00           0.00              0.00           0.00           0.00           0.00              0.00
5780           Árboles y plantas.                                     0.00           0.00           0.00           0.00              0.00           0.00           0.00           0.00              0.00
5781           Árboles y plantas.                                     0.00           0.00           0.00           0.00              0.00           0.00           0.00           0.00              0.00
5790           Otros activos biológicos.                              0.00           0.00           0.00           0.00              0.00           0.00           0.00           0.00              0.00
5791           Otros activos biológicos.                              0.00           0.00           0.00           0.00              0.00           0.00           0.00           0.00              0.00
5800           BIENES INMUEBLES.                                      0.00           0.00           0.00           0.00              0.00           0.00           0.00           0.00              0.00
5810           Terrenos.                                              0.00           0.00           0.00           0.00              0.00           0.00           0.00           0.00              0.00
5811           Terrenos.                                              0.00           0.00           0.00           0.00              0.00           0.00           0.00           0.00              0.00
5820           Viviendas.                                             0.00           0.00           0.00           0.00              0.00           0.00           0.00           0.00              0.00
5821           Viviendas.                                             0.00           0.00           0.00           0.00              0.00           0.00           0.00           0.00              0.00
5830           Edificios no residenciales.                            0.00           0.00           0.00           0.00              0.00           0.00           0.00           0.00              0.00
5831           Edificios y locales.                                   0.00           0.00           0.00           0.00              0.00           0.00           0.00           0.00              0.00
5890           Otros bienes inmuebles.                                0.00           0.00           0.00           0.00              0.00           0.00           0.00           0.00              0.00
5891           Otros bienes inmuebles.                                0.00           0.00           0.00           0.00              0.00           0.00           0.00           0.00              0.00
5892           Adjudicaciones, expropiaciones e                       0.00           0.00           0.00           0.00              0.00           0.00           0.00           0.00              0.00
5893           Bienes inmuebles en la modalidad de                    0.00           0.00           0.00           0.00              0.00           0.00           0.00           0.00              0.00
5900           ACTIVOS INTANGIBLES.                                   0.00           0.00           0.00           0.00              0.00           0.00           0.00           0.00              0.00
5910           Software.                                              0.00           0.00           0.00           0.00              0.00           0.00           0.00           0.00              0.00
5911           Software.                                              0.00           0.00           0.00           0.00              0.00           0.00           0.00           0.00              0.00
5920           Patentes.                                              0.00           0.00           0.00           0.00              0.00           0.00           0.00           0.00              0.00
5921           Patentes.                                              0.00           0.00           0.00           0.00              0.00           0.00           0.00           0.00              0.00
5930           Marcas.                                                0.00           0.00           0.00           0.00              0.00           0.00           0.00           0.00              0.00
5931           Marcas.                                                0.00           0.00           0.00           0.00              0.00           0.00           0.00           0.00              0.00
5940           Derechos.                                              0.00           0.00           0.00           0.00              0.00           0.00           0.00           0.00              0.00
5941           Derechos.                                              0.00           0.00           0.00           0.00              0.00           0.00           0.00           0.00              0.00
5950           Concesiones.                                           0.00           0.00           0.00           0.00              0.00           0.00           0.00           0.00              0.00
5951           Concesiones.                                           0.00           0.00           0.00           0.00              0.00           0.00           0.00           0.00              0.00
5960           Franquicias.                                           0.00           0.00           0.00           0.00              0.00           0.00           0.00           0.00              0.00
5961           Franquicias.                                           0.00           0.00           0.00           0.00              0.00           0.00           0.00           0.00              0.00


                                                       ESTADO DE AVANCE PRESUPUESTAL DE EGRESOS DEL 1 DE ENERO DE 2016 AL 31 DE DICIEMBRE DE 2016                                                       
                                                                                               JOCOTITLAN                                                                                               
                                      Funcion/SubFuncion/ Programa/Proyecto/Ff: 010301010101041, Relaciones públicas Ingresos de gestión de Organismos municipales                                      
                                                                                                                                                                                            Hoja no.: 18
     PART                      DESCRIPCION                    APROBADO      AMPLIACION      REDUCCION     MODIFICADO      COMPROMETIDO      DEVENGADO       PAGADO        EJERCIDO       POR EJERCER    
5970           Licencias inform ticas e intelectuales.                0.00           0.00           0.00           0.00              0.00           0.00           0.00           0.00              0.00
5971           Licencias inform ticas e intelectuales.                0.00           0.00           0.00           0.00              0.00           0.00           0.00           0.00              0.00
5980           Licencias industriales, comerciales y                  0.00           0.00           0.00           0.00              0.00           0.00           0.00           0.00              0.00
5981           Licencias industriales, comerciales y                  0.00           0.00           0.00           0.00              0.00           0.00           0.00           0.00              0.00
5990           Otros activos intangibles.                             0.00           0.00           0.00           0.00              0.00           0.00           0.00           0.00              0.00
5991           Otros activos intangibles.                             0.00           0.00           0.00           0.00              0.00           0.00           0.00           0.00              0.00
6000           INVERSIÓN PéBLICA.                                     0.00           0.00           0.00           0.00              0.00           0.00           0.00           0.00              0.00
6100           OBRA PéBLICA EN BIENES DE                              0.00           0.00           0.00           0.00              0.00           0.00           0.00           0.00              0.00
6110           Edificación habitacional.                              0.00           0.00           0.00           0.00              0.00           0.00           0.00           0.00              0.00
6111           Edificación habitacional.                              0.00           0.00           0.00           0.00              0.00           0.00           0.00           0.00              0.00
