                                                       ESTADO DE AVANCE PRESUPUESTAL DE EGRESOS DEL 1 DE ENERO DE 2016 AL 31 DE DICIEMBRE DE 2016                                                       
                                                                                               JOCOTITLAN                                                                                               
                                                                              Funcion/Subfun/Programa: 010301, Gubernatura                                                                              
                                                                                                                                                                                             Hoja no.: 1
 PART             DESCRIPCION                 APROBADO         AMPLIACION       REDUCCION         MODIFICADO       COMPROMETIDO      DEVENGADO           PAGADO           EJERCIDO       POR EJERCER    
4431  Instituciones educativas.                        0.00          8,995.00             0.00          8,995.00        -15,385.00             0.00              0.00          4,395.00         4,600.00
4432  Premios, recompensas y                           0.00              0.00             0.00              0.00              0.00             0.00              0.00              0.00             0.00
4440  Ayudas sociales a actividades                    0.00              0.00             0.00              0.00              0.00             0.00              0.00              0.00             0.00
4441  Ayudas sociales a actividades                    0.00              0.00             0.00              0.00              0.00             0.00              0.00              0.00             0.00
4450  Ayudas sociales a                                0.00              0.00             0.00              0.00              0.00             0.00              0.00              0.00             0.00
4451  Instituciones de beneficencia.                   0.00              0.00             0.00              0.00              0.00             0.00              0.00              0.00             0.00
4452  Instituciones sociales no                        0.00              0.00             0.00              0.00              0.00             0.00              0.00              0.00             0.00
4460  Ayudas sociales a                                0.00              0.00             0.00              0.00              0.00             0.00              0.00              0.00             0.00
4461  Ayudas sociales a                                0.00              0.00             0.00              0.00              0.00             0.00              0.00              0.00             0.00
4470  Ayudas sociales a entidades                      0.00              0.00             0.00              0.00              0.00             0.00              0.00              0.00             0.00
4471  Ayudas sociales a entidades                      0.00              0.00             0.00              0.00              0.00             0.00              0.00              0.00             0.00
4480  Ayudas por desastres                             0.00              0.00             0.00              0.00              0.00             0.00              0.00              0.00             0.00
4481  Reparación de daños a                            0.00              0.00             0.00              0.00              0.00             0.00              0.00              0.00             0.00
4482  Mercancías y alimentos para                      0.00              0.00             0.00              0.00              0.00             0.00              0.00              0.00             0.00
4500  PENSIONES Y                                      0.00              0.00             0.00              0.00              0.00             0.00              0.00              0.00             0.00
4510  Pensiones.                                       0.00              0.00             0.00              0.00              0.00             0.00              0.00              0.00             0.00
4511  Pago de pensiones.                               0.00              0.00             0.00              0.00              0.00             0.00              0.00              0.00             0.00


                                                       ESTADO DE AVANCE PRESUPUESTAL DE EGRESOS DEL 1 DE ENERO DE 2016 AL 31 DE DICIEMBRE DE 2016                                                       
                                                                                               JOCOTITLAN                                                                                               
                                                                              Funcion/Subfun/Programa: 010301, Gubernatura                                                                              
                                                                                                                                                                                            Hoja no.: 14
 PART             DESCRIPCION                 APROBADO         AMPLIACION       REDUCCION         MODIFICADO       COMPROMETIDO      DEVENGADO           PAGADO           EJERCIDO       POR EJERCER    
4520  Jubilaciones.                                    0.00              0.00             0.00              0.00              0.00             0.00              0.00              0.00             0.00
4521  Jubilaciones.                                    0.00              0.00             0.00              0.00              0.00             0.00              0.00              0.00             0.00
4590  Otras pensiones y                                0.00              0.00             0.00              0.00              0.00             0.00              0.00              0.00             0.00
4591  Prestaciones económicas                          0.00              0.00             0.00              0.00              0.00             0.00              0.00              0.00             0.00
4592  Otras pensiones y                                0.00              0.00             0.00              0.00              0.00             0.00              0.00              0.00             0.00
4600  TRANSFERENCIAS A                                 0.00              0.00             0.00              0.00              0.00             0.00              0.00              0.00             0.00
4610  Transferencias a fideicomisos                    0.00              0.00             0.00              0.00              0.00             0.00              0.00              0.00             0.00
4611  Transferencias a fideicomisos                    0.00              0.00             0.00              0.00              0.00             0.00              0.00              0.00             0.00
4620  Transferencias a fideicomisos                    0.00              0.00             0.00              0.00              0.00             0.00              0.00              0.00             0.00
4621  Transferencias a fideicomisos                    0.00              0.00             0.00              0.00              0.00             0.00              0.00              0.00             0.00
4630  Transferencias a fideicomisos                    0.00              0.00             0.00              0.00              0.00             0.00              0.00              0.00             0.00
4631  Transferencias a fideicomisos                    0.00              0.00             0.00              0.00              0.00             0.00              0.00              0.00             0.00
4640  Transferencias a fideicomisos                    0.00              0.00             0.00              0.00              0.00             0.00              0.00              0.00             0.00
4641  Transferencias a organismos                      0.00              0.00             0.00              0.00              0.00             0.00              0.00              0.00             0.00
4650  Transferencias a fideicomisos                    0.00              0.00             0.00              0.00              0.00             0.00              0.00              0.00             0.00
4651  Transferencias a fideicomisos                    0.00              0.00             0.00              0.00              0.00             0.00              0.00              0.00             0.00
4660  Transferencias a fideicomisos                    0.00              0.00             0.00              0.00              0.00             0.00              0.00              0.00             0.00
4661  Transferencias a fideicomisos                    0.00              0.00             0.00              0.00              0.00             0.00              0.00              0.00             0.00
4700  TRANSFERENCIAS A LA                              0.00              0.00             0.00              0.00              0.00             0.00              0.00              0.00             0.00
4710  Transferencias por obligación                    0.00              0.00             0.00              0.00              0.00             0.00              0.00              0.00             0.00
4711  Transferencias por obligación                    0.00              0.00             0.00              0.00              0.00             0.00              0.00              0.00             0.00
4800  DONATIVOS.                                       0.00              0.00             0.00              0.00              0.00             0.00              0.00              0.00             0.00
4810  Donativos a instituciones sin                    0.00              0.00             0.00              0.00              0.00             0.00              0.00              0.00             0.00
4811  Donativos a instituciones sin                    0.00              0.00             0.00              0.00              0.00             0.00              0.00              0.00             0.00
4820  Donativos a entidades                            0.00              0.00             0.00              0.00              0.00             0.00              0.00              0.00             0.00
4821  Donativos a entidades                            0.00              0.00             0.00              0.00              0.00             0.00              0.00              0.00             0.00
4822  Donativos a municipios.                          0.00              0.00             0.00              0.00              0.00             0.00              0.00              0.00             0.00
4830  Donativos a fideicomisos                         0.00              0.00             0.00              0.00              0.00             0.00              0.00              0.00             0.00
4831  Donativos a fideicomisos                         0.00              0.00             0.00              0.00              0.00             0.00              0.00              0.00             0.00
4840  Donativos a fideicomisos                         0.00              0.00             0.00              0.00              0.00             0.00              0.00              0.00             0.00
4841  Donativos a fideicomisos                         0.00              0.00             0.00              0.00              0.00             0.00              0.00              0.00             0.00
4850  Donativos Internacionales.                       0.00              0.00             0.00              0.00              0.00             0.00              0.00              0.00             0.00
4851  Donativos internacionales.                       0.00              0.00             0.00              0.00              0.00             0.00              0.00              0.00             0.00
4900  TRANSFERENCIAS AL                                0.00              0.00             0.00              0.00              0.00             0.00              0.00              0.00             0.00
4910  Transferencias para gobiernos                    0.00              0.00             0.00              0.00              0.00             0.00              0.00              0.00             0.00
4911  Transferencias para gobiernos                    0.00              0.00             0.00              0.00              0.00             0.00              0.00              0.00             0.00
4920  Transferencias para                              0.00              0.00             0.00              0.00              0.00             0.00              0.00              0.00             0.00
4921  Transferencias para                              0.00              0.00             0.00              0.00              0.00             0.00              0.00              0.00             0.00


                                                       ESTADO DE AVANCE PRESUPUESTAL DE EGRESOS DEL 1 DE ENERO DE 2016 AL 31 DE DICIEMBRE DE 2016                                                       
                                                                                               JOCOTITLAN                                                                                               
                                                                              Funcion/Subfun/Programa: 010301, Gubernatura                                                                              
                                                                                                                                                                                            Hoja no.: 15
 PART             DESCRIPCION                 APROBADO         AMPLIACION       REDUCCION         MODIFICADO       COMPROMETIDO      DEVENGADO           PAGADO           EJERCIDO       POR EJERCER    
4930  Transferencias para el sector                    0.00              0.00             0.00              0.00              0.00             0.00              0.00              0.00             0.00
4931  Transferencias para el sector                    0.00              0.00             0.00              0.00              0.00             0.00              0.00              0.00             0.00
5000  BIENES MUEBLES,                                  0.00      1,037,917.65             0.00      1,037,917.65     -1,353,739.08       722,202.55              0.00        315,821.43       722,096.22
5100  MOBILIARIO Y EQUIPO DE                           0.00         38,378.60             0.00         38,378.60        -57,674.23        19,189.30              0.00         19,295.63        19,082.97
5110  Muebles de oficina y                             0.00         11,886.80             0.00         11,886.80        -17,830.20         5,943.40              0.00          5,943.40         5,943.40
5111  Muebles y enseres.                               0.00         11,886.80             0.00         11,886.80        -17,830.20         5,943.40              0.00          5,943.40         5,943.40
5112  Adjudicaciones e                                 0.00              0.00             0.00              0.00              0.00             0.00              0.00              0.00             0.00
5120  Muebles, excepto de oficina y                    0.00              0.00             0.00              0.00              0.00             0.00              0.00              0.00             0.00
5121  Muebles, excepto de oficina y                    0.00              0.00             0.00              0.00              0.00             0.00              0.00              0.00             0.00
5130  Bienes artísticos, culturales y                  0.00            551.56             0.00            551.56           -827.34           275.78              0.00            275.78           275.78
5131  Instrumental de música.                          0.00              0.00             0.00              0.00              0.00             0.00              0.00              0.00             0.00
5132  Artículos de biblioteca.                         0.00              1.00             0.00              1.00             -1.50             0.50              0.00              0.50             0.50
5133  Objetos, obras de arte,                          0.00            550.56             0.00            550.56           -825.84           275.28              0.00            275.28           275.28
5140  Objetos de valor.                                0.00              0.00             0.00              0.00              0.00             0.00              0.00              0.00             0.00
5141  Objetos de valor.                                0.00              0.00             0.00              0.00              0.00             0.00              0.00              0.00             0.00
5150  Equipo de cómputo y de                           0.00         25,840.68             0.00         25,840.68        -38,867.35        12,920.34              0.00         13,026.67        12,814.01
5151  Bienes inform ticos.                             0.00         25,840.68             0.00         25,840.68        -38,867.35        12,920.34              0.00         13,026.67        12,814.01
5190  Otros mobiliarios y equipos de                   0.00             99.56             0.00             99.56           -149.34            49.78              0.00             49.78            49.78
5191  Otros bienes muebles.                            0.00             99.56             0.00             99.56           -149.34            49.78              0.00             49.78            49.78
5192  Otros equipos eléctricos y                       0.00              0.00             0.00              0.00              0.00             0.00              0.00              0.00             0.00
5200  MOBILIARIO Y EQUIPO                              0.00             30.00             0.00             30.00            -45.00            15.00              0.00             15.00            15.00
5210  Equipos y aparatos                               0.00              0.00             0.00              0.00              0.00             0.00              0.00              0.00             0.00
5211  Equipos y aparatos                               0.00              0.00             0.00              0.00              0.00             0.00              0.00              0.00             0.00
5220  Aparatos deportivos.                             0.00              0.00             0.00              0.00              0.00             0.00              0.00              0.00             0.00
5221  Equipo deportivo.                                0.00              0.00             0.00              0.00              0.00             0.00              0.00              0.00             0.00
5230  C maras fotogr ficas y de                        0.00             30.00             0.00             30.00            -45.00            15.00              0.00             15.00            15.00
5231  Equipo de foto, cine y                           0.00             30.00             0.00             30.00            -45.00            15.00              0.00             15.00            15.00
5290  Otro mobiliario y equipo                         0.00              0.00             0.00              0.00              0.00             0.00              0.00              0.00             0.00
5291  Otro equipo educacional y                        0.00              0.00             0.00              0.00              0.00             0.00              0.00              0.00             0.00
5300  EQUIPO E INSTRUMENTAL                            0.00              0.00             0.00              0.00              0.00             0.00              0.00              0.00             0.00
5310  Equipo médico y de                               0.00              0.00             0.00              0.00              0.00             0.00              0.00              0.00             0.00
5311  Equipo médico y de                               0.00              0.00             0.00              0.00              0.00             0.00              0.00              0.00             0.00
5320  Instrumental médico y de                         0.00              0.00             0.00              0.00              0.00             0.00              0.00              0.00             0.00
5321  Instrumental médico y de                         0.00              0.00             0.00              0.00              0.00             0.00              0.00              0.00             0.00
5400  VEHÍCULOS Y EQUIPO DE                            0.00        399,258.02             0.00        399,258.02       -598,887.03       199,629.01              0.00        199,629.01       199,629.01
5410  Vehículos y equipo terrestre.                    0.00        399,258.02             0.00        399,258.02       -598,887.03       199,629.01              0.00        199,629.01       199,629.01
5411  Vehículos y equipo de                            0.00        399,258.02             0.00        399,258.02       -598,887.03       199,629.01              0.00        199,629.01       199,629.01
5412  Vehículos y equipo auxiliar de                   0.00              0.00             0.00              0.00              0.00             0.00              0.00              0.00             0.00


                                                       ESTADO DE AVANCE PRESUPUESTAL DE EGRESOS DEL 1 DE ENERO DE 2016 AL 31 DE DICIEMBRE DE 2016                                                       
                                                                                               JOCOTITLAN                                                                                               
                                                                              Funcion/Subfun/Programa: 010301, Gubernatura                                                                              
                                                                                                                                                                                            Hoja no.: 16
 PART             DESCRIPCION                 APROBADO         AMPLIACION       REDUCCION         MODIFICADO       COMPROMETIDO      DEVENGADO           PAGADO           EJERCIDO       POR EJERCER    
5420  Carrocerías y remolques.                         0.00              0.00             0.00              0.00              0.00             0.00              0.00              0.00             0.00
5421  Carrocerías y remolques.                         0.00              0.00             0.00              0.00              0.00             0.00              0.00              0.00             0.00
5430  Equipo aeroespacial.                             0.00              0.00             0.00              0.00              0.00             0.00              0.00              0.00             0.00
5431  Equipo de transportación                         0.00              0.00             0.00              0.00              0.00             0.00              0.00              0.00             0.00
5440  Equipo ferroviario.                              0.00              0.00             0.00              0.00              0.00             0.00              0.00              0.00             0.00
5441  Equipo ferroviario.                              0.00              0.00             0.00              0.00              0.00             0.00              0.00              0.00             0.00
5450  Embarcaciones.                                   0.00              0.00             0.00              0.00              0.00             0.00              0.00              0.00             0.00
5451  Equipo acu tico y lacustre.                      0.00              0.00             0.00              0.00              0.00             0.00              0.00              0.00             0.00
5490  Otros equipos de transporte.                     0.00              0.00             0.00              0.00              0.00             0.00              0.00              0.00             0.00
5491  Otros equipos de transporte.                     0.00              0.00             0.00              0.00              0.00             0.00              0.00              0.00             0.00
5500  EQUIPO DE DEFENSA Y                              0.00         14,619.34             0.00         14,619.34        -21,929.01         7,309.67              0.00          7,309.67         7,309.67
5510  Equipo de defensa y                              0.00         14,619.34             0.00         14,619.34        -21,929.01         7,309.67              0.00          7,309.67         7,309.67
5511  Maquinaria y equipo de                           0.00         14,619.34             0.00         14,619.34        -21,929.01         7,309.67              0.00          7,309.67         7,309.67
5600  MAQUINARIA, OTROS                                0.00        110,944.24             0.00        110,944.24       -166,416.36        55,472.12              0.00         55,472.12        55,472.12
5610  Maquinaria y equipo                              0.00              0.00             0.00              0.00              0.00             0.00              0.00              0.00             0.00
5611  Maquinaria y equipo                              0.00              0.00             0.00              0.00              0.00             0.00              0.00              0.00             0.00
5620  Maquinaria y equipo industrial.                  0.00              0.00             0.00              0.00              0.00             0.00              0.00              0.00             0.00
5621  Maquinaria y equipo industrial.                  0.00              0.00             0.00              0.00              0.00             0.00              0.00              0.00             0.00
5622  Maquinaria y equipo de                           0.00              0.00             0.00              0.00              0.00             0.00              0.00              0.00             0.00
5630  Maquinaria y equipo de                           0.00         82,166.64             0.00         82,166.64       -123,249.96        41,083.32              0.00         41,083.32        41,083.32
5631  Maquinaria y equipo de                           0.00         82,166.64             0.00         82,166.64       -123,249.96        41,083.32              0.00         41,083.32        41,083.32
5640  Sistemas de aire                                 0.00              0.00             0.00              0.00              0.00             0.00              0.00              0.00             0.00
5641  Sistemas de aire                                 0.00              0.00             0.00              0.00              0.00             0.00              0.00              0.00             0.00
5650  Equipo de comunicación y                         0.00          9,152.00             0.00          9,152.00        -13,728.00         4,576.00              0.00          4,576.00         4,576.00
5651  Equipo y aparatos para                           0.00          9,152.00             0.00          9,152.00        -13,728.00         4,576.00              0.00          4,576.00         4,576.00
5660  Equipos de generación                            0.00              0.00             0.00              0.00              0.00             0.00              0.00              0.00             0.00
5661  Equipos de generación                            0.00              0.00             0.00              0.00              0.00             0.00              0.00              0.00             0.00
5670  Herramientas y m quinas-                         0.00              0.00             0.00              0.00              0.00             0.00              0.00              0.00             0.00
5671  Herramientas, m quina                            0.00              0.00             0.00              0.00              0.00             0.00              0.00              0.00             0.00
5690  Otros equipos.                                   0.00         19,625.60             0.00         19,625.60        -29,438.40         9,812.80              0.00          9,812.80         9,812.80
5691  Instrumentos y aparatos                          0.00            346.02             0.00            346.02           -519.03           173.01              0.00            173.01           173.01
5692  Maquinaria y equipo diverso.                     0.00         19,279.58             0.00         19,279.58        -28,919.37         9,639.79              0.00          9,639.79         9,639.79
5693  Maquinaria y equipo para                         0.00              0.00             0.00              0.00              0.00             0.00              0.00              0.00             0.00
5700  ACTIVOS BIOLÓGICOS.                              0.00              0.00             0.00              0.00              0.00             0.00              0.00              0.00             0.00
5710  Bovinos.                                         0.00              0.00             0.00              0.00              0.00             0.00              0.00              0.00             0.00
5711  Bovinos.                                         0.00              0.00             0.00              0.00              0.00             0.00              0.00              0.00             0.00
5720  Porcinos.                                        0.00              0.00             0.00              0.00              0.00             0.00              0.00              0.00             0.00
5721  Porcinos.                                        0.00              0.00             0.00              0.00              0.00             0.00              0.00              0.00             0.00


                                                       ESTADO DE AVANCE PRESUPUESTAL DE EGRESOS DEL 1 DE ENERO DE 2016 AL 31 DE DICIEMBRE DE 2016                                                       
                                                                                               JOCOTITLAN                                                                                               
                                                                              Funcion/Subfun/Programa: 010301, Gubernatura                                                                              
                                                                                                                                                                                            Hoja no.: 17
 PART             DESCRIPCION                 APROBADO         AMPLIACION       REDUCCION         MODIFICADO       COMPROMETIDO      DEVENGADO           PAGADO           EJERCIDO       POR EJERCER    
5730  Aves.                                            0.00              0.00             0.00              0.00              0.00             0.00              0.00              0.00             0.00
5731  Aves.                                            0.00              0.00             0.00              0.00              0.00             0.00              0.00              0.00             0.00
5740  Ovinos y caprinos.                               0.00              0.00             0.00              0.00              0.00             0.00              0.00              0.00             0.00
5741  Ovinos y caprinos.                               0.00              0.00             0.00              0.00              0.00             0.00              0.00              0.00             0.00
5750  Peces y acuicultura.                             0.00              0.00             0.00              0.00              0.00             0.00              0.00              0.00             0.00
5751  Peces y acuicultura.                             0.00              0.00             0.00              0.00              0.00             0.00              0.00              0.00             0.00
5760  Equinos.                                         0.00              0.00             0.00              0.00              0.00             0.00              0.00              0.00             0.00
5761  Equinos.                                         0.00              0.00             0.00              0.00              0.00             0.00              0.00              0.00             0.00
5770  Especies menores y de                            0.00              0.00             0.00              0.00              0.00             0.00              0.00              0.00             0.00
5771  Especies menores y de                            0.00              0.00             0.00              0.00              0.00             0.00              0.00              0.00             0.00
5780  Árboles y plantas.                               0.00              0.00             0.00              0.00              0.00             0.00              0.00              0.00             0.00
5781  Árboles y plantas.                               0.00              0.00             0.00              0.00              0.00             0.00              0.00              0.00             0.00
5790  Otros activos biológicos.                        0.00              0.00             0.00              0.00              0.00             0.00              0.00              0.00             0.00
5791  Otros activos biológicos.                        0.00              0.00             0.00              0.00              0.00             0.00              0.00              0.00             0.00
5800  BIENES INMUEBLES.                                0.00        474,687.45             0.00        474,687.45       -508,787.45       440,587.45              0.00         34,100.00       440,587.45
5810  Terrenos.                                        0.00              0.00             0.00              0.00              0.00             0.00              0.00              0.00             0.00
5811  Terrenos.                                        0.00              0.00             0.00              0.00              0.00             0.00              0.00              0.00             0.00
5820  Viviendas.                                       0.00              0.00             0.00              0.00              0.00             0.00              0.00              0.00             0.00
5821  Viviendas.                                       0.00              0.00             0.00              0.00              0.00             0.00              0.00              0.00             0.00
5830  Edificios no residenciales.                      0.00        474,687.45             0.00        474,687.45       -508,787.45       440,587.45              0.00         34,100.00       440,587.45
5831  Edificios y locales.                             0.00        474,687.45             0.00        474,687.45       -508,787.45       440,587.45              0.00         34,100.00       440,587.45
5890  Otros bienes inmuebles.                          0.00              0.00             0.00              0.00              0.00             0.00              0.00              0.00             0.00
5891  Otros bienes inmuebles.                          0.00              0.00             0.00              0.00              0.00             0.00              0.00              0.00             0.00
5892  Adjudicaciones,                                  0.00              0.00             0.00              0.00              0.00             0.00              0.00              0.00             0.00
5893  Bienes inmuebles en la                           0.00              0.00             0.00              0.00              0.00             0.00              0.00              0.00             0.00
5900  ACTIVOS INTANGIBLES.                             0.00              0.00             0.00              0.00              0.00             0.00              0.00              0.00             0.00
5910  Software.                                        0.00              0.00             0.00              0.00              0.00             0.00              0.00              0.00             0.00
5911  Software.                                        0.00              0.00             0.00              0.00              0.00             0.00              0.00              0.00             0.00
5920  Patentes.                                        0.00              0.00             0.00              0.00              0.00             0.00              0.00              0.00             0.00
5921  Patentes.                                        0.00              0.00             0.00              0.00              0.00             0.00              0.00              0.00             0.00
5930  Marcas.                                          0.00              0.00             0.00              0.00              0.00             0.00              0.00              0.00             0.00
5931  Marcas.                                          0.00              0.00             0.00              0.00              0.00             0.00              0.00              0.00             0.00
5940  Derechos.                                        0.00              0.00             0.00              0.00              0.00             0.00              0.00              0.00             0.00
5941  Derechos.                                        0.00              0.00             0.00              0.00              0.00             0.00              0.00              0.00             0.00
5950  Concesiones.                                     0.00              0.00             0.00              0.00              0.00             0.00              0.00              0.00             0.00
5951  Concesiones.                                     0.00              0.00             0.00              0.00              0.00             0.00              0.00              0.00             0.00
5960  Franquicias.                                     0.00              0.00             0.00              0.00              0.00             0.00              0.00              0.00             0.00
5961  Franquicias.                                     0.00              0.00             0.00              0.00              0.00             0.00              0.00              0.00             0.00


                                                       ESTADO DE AVANCE PRESUPUESTAL DE EGRESOS DEL 1 DE ENERO DE 2016 AL 31 DE DICIEMBRE DE 2016                                                       
                                                                                               JOCOTITLAN                                                                                               
                                                                              Funcion/Subfun/Programa: 010301, Gubernatura                                                                              
                                                                                                                                                                                            Hoja no.: 18
 PART             DESCRIPCION                 APROBADO         AMPLIACION       REDUCCION         MODIFICADO       COMPROMETIDO      DEVENGADO           PAGADO           EJERCIDO       POR EJERCER    
5970  Licencias inform ticas e                         0.00              0.00             0.00              0.00              0.00             0.00              0.00              0.00             0.00
5971  Licencias inform ticas e                         0.00              0.00             0.00              0.00              0.00             0.00              0.00              0.00             0.00
5980  Licencias industriales,                          0.00              0.00             0.00              0.00              0.00             0.00              0.00              0.00             0.00
5981  Licencias industriales,                          0.00              0.00             0.00              0.00              0.00             0.00              0.00              0.00             0.00
5990  Otros activos intangibles.                       0.00              0.00             0.00              0.00              0.00             0.00              0.00              0.00             0.00
5991  Otros activos intangibles.                       0.00              0.00             0.00              0.00              0.00             0.00              0.00              0.00             0.00
6000  INVERSIÓN PéBLICA.                               0.00              0.00             0.00              0.00              0.00             0.00              0.00              0.00             0.00
6100  OBRA PéBLICA EN BIENES                           0.00              0.00             0.00              0.00              0.00             0.00              0.00              0.00             0.00
6110  Edificación habitacional.                        0.00              0.00             0.00              0.00              0.00             0.00              0.00              0.00             0.00
6111  Edificación habitacional.                        0.00              0.00             0.00              0.00              0.00             0.00              0.00              0.00             0.00
6120  Edificación no habitacional.                     0.00              0.00             0.00              0.00              0.00             0.00              0.00              0.00             0.00
6121  Convenios y aportaciones.                        0.00              0.00             0.00              0.00              0.00             0.00              0.00              0.00             0.00
6122  Obra estatal o municipal.                        0.00              0.00             0.00              0.00              0.00             0.00              0.00              0.00             0.00
6123  Supervisión y control de la                      0.00              0.00             0.00              0.00              0.00             0.00              0.00              0.00             0.00
6124  Transferencias a organismos                      0.00              0.00             0.00              0.00              0.00             0.00              0.00              0.00             0.00
6125  Ejecución de obras por                           0.00              0.00             0.00              0.00              0.00             0.00              0.00              0.00             0.00
6126  Indemnizaciones por                              0.00              0.00             0.00              0.00              0.00             0.00              0.00              0.00             0.00
6127  Arrendamiento de maquinaria,                     0.00              0.00             0.00              0.00              0.00             0.00              0.00              0.00             0.00
6128  Apoyos a obras de bienestar                      0.00              0.00             0.00              0.00              0.00             0.00              0.00              0.00             0.00
6129  Estudios de preinversión.                        0.00              0.00             0.00              0.00              0.00             0.00              0.00              0.00             0.00
6130  Construcción de obras para el                    0.00              0.00             0.00              0.00              0.00             0.00              0.00              0.00             0.00
6131  Convenios y aportaciones.                        0.00              0.00             0.00              0.00              0.00             0.00              0.00              0.00             0.00
6132  Obra estatal o municipal.                        0.00              0.00             0.00              0.00              0.00             0.00              0.00              0.00             0.00
6133  Supervisión y control de la                      0.00              0.00             0.00              0.00              0.00             0.00              0.00              0.00             0.00
6134  Transferencias a organismos                      0.00              0.00             0.00              0.00              0.00             0.00              0.00              0.00             0.00
6135  Ejecución de obras por                           0.00              0.00             0.00              0.00              0.00             0.00              0.00              0.00             0.00
6136  Indemnizaciones por                              0.00              0.00             0.00              0.00              0.00             0.00              0.00              0.00             0.00
6137  Arrendamiento de maquinaria,                     0.00              0.00             0.00              0.00              0.00             0.00              0.00              0.00             0.00
6138  Estudios de preinversión.                        0.00              0.00             0.00              0.00              0.00             0.00              0.00              0.00             0.00
6139  Reparación y mantenimiento                       0.00              0.00             0.00              0.00              0.00             0.00              0.00              0.00             0.00
